merchant_id,segment,converted_from,onboarding_channel,conversion_month,churn_month
M10956,high_frequency,Check,outreach,2024-01-01,2024-01-01
M10957,regular,Check,outreach,2024-01-01,
M10958,high_frequency,Check,outreach,2024-01-01,2024-01-01
M10959,high_frequency,Check,outreach,2024-01-01,2024-01-01
M10960,regular,ACH,outreach,2024-01-01,2024-03-01
M10961,occasional,Check,outreach,2024-01-01,2024-03-01
M10962,occasional,Check,outreach,2024-01-01,2025-07-01
M10963,occasional,ACH,outreach,2024-01-01,
M10964,occasional,ACH,outreach,2024-01-01,2024-11-01
M10965,occasional,Check,outreach,2024-01-01,
M10966,regular,ACH,outreach,2024-01-01,2025-01-01
M10967,occasional,Check,outreach,2024-01-01,2024-02-01
M10968,occasional,Check,outreach,2024-01-01,2024-03-01
M10969,high_frequency,Check,outreach,2024-01-01,2024-02-01
M10970,regular,ACH,outreach,2024-01-01,
M10971,occasional,Check,outreach,2024-01-01,2024-05-01
M10972,high_frequency,Check,outreach,2024-01-01,2024-02-01
M10973,regular,Check,outreach,2024-01-01,2024-07-01
M10974,occasional,Check,outreach,2024-01-01,
M10975,occasional,ACH,outreach,2024-01-01,2025-03-01
M10976,occasional,ACH,outreach,2024-01-01,2024-04-01
M10977,regular,Check,outreach,2024-01-01,2024-04-01
M10978,high_frequency,ACH,outreach,2024-01-01,2024-01-01
M10979,high_frequency,Check,outreach,2024-01-01,2024-03-01
M10980,high_frequency,Check,outreach,2024-01-01,2024-04-01
M10981,regular,ACH,outreach,2024-01-01,2025-12-01
M10982,occasional,Check,outreach,2024-01-01,
M10983,occasional,ACH,outreach,2024-01-01,
M10984,occasional,ACH,outreach,2024-01-01,2024-01-01
M10985,regular,Check,outreach,2024-01-01,2024-05-01
M10986,regular,ACH,outreach,2024-01-01,2024-02-01
M10987,occasional,Check,outreach,2024-01-01,
M10988,occasional,Check,outreach,2024-01-01,2024-09-01
M10989,high_frequency,Check,outreach,2024-01-01,2024-01-01
M10990,occasional,Check,outreach,2024-01-01,2024-02-01
M10991,regular,ACH,outreach,2024-01-01,
M10992,occasional,Check,outreach,2024-01-01,
M10993,occasional,Check,outreach,2024-01-01,
M10994,occasional,ACH,outreach,2024-01-01,2024-08-01
M10995,regular,Check,outreach,2024-01-01,2024-01-01
M10996,regular,Check,outreach,2024-01-01,2024-03-01
M10997,regular,Check,outreach,2024-01-01,2024-03-01
M10998,occasional,Check,outreach,2024-01-01,
M10999,high_frequency,ACH,outreach,2024-01-01,2024-01-01
M11000,regular,Check,outreach,2024-01-01,2024-09-01
M11001,occasional,Check,outreach,2024-01-01,2024-04-01
M11002,regular,Check,outreach,2024-01-01,2024-02-01
M11003,regular,Check,outreach,2024-01-01,2024-01-01
M11004,occasional,Check,outreach,2024-01-01,
M11005,high_frequency,Check,outreach,2024-01-01,2024-01-01
M11006,occasional,Check,outreach,2024-01-01,
M11007,occasional,Check,outreach,2024-01-01,
M11008,occasional,ACH,outreach,2024-01-01,
M11009,regular,Check,outreach,2024-01-01,2024-02-01
M11010,occasional,Check,outreach,2024-01-01,2024-02-01
M11011,occasional,Check,outreach,2024-01-01,
M11012,regular,Check,outreach,2024-01-01,2024-01-01
M11013,occasional,Check,outreach,2024-01-01,2024-01-01
M11014,regular,Check,outreach,2024-01-01,2024-03-01
M11015,high_frequency,ACH,outreach,2024-01-01,2024-03-01
M11016,regular,ACH,outreach,2024-01-01,2024-06-01
M11017,occasional,ACH,outreach,2024-01-01,
M11018,occasional,Check,outreach,2024-01-01,2024-12-01
M11019,occasional,ACH,outreach,2024-01-01,
M11020,high_frequency,Check,outreach,2024-01-01,
M11021,occasional,Check,outreach,2024-01-01,
M11022,occasional,Check,outreach,2024-01-01,
M11023,high_frequency,ACH,outreach,2024-01-01,2024-06-01
M11024,regular,Check,outreach,2024-01-01,2024-04-01
M11025,occasional,ACH,outreach,2024-01-01,
M11026,occasional,Check,outreach,2024-01-01,2025-06-01
M11027,occasional,Check,outreach,2024-01-01,
M11028,occasional,Check,outreach,2024-01-01,
M11029,occasional,ACH,outreach,2024-01-01,2024-12-01
M11030,occasional,ACH,outreach,2024-01-01,2025-07-01
M11031,occasional,ACH,outreach,2024-01-01,2025-07-01
M11032,occasional,ACH,outreach,2024-01-01,
M11033,regular,Check,outreach,2024-01-01,2024-04-01
M11034,high_frequency,Check,outreach,2024-01-01,2024-05-01
M11035,occasional,ACH,outreach,2024-01-01,
M11036,regular,Check,outreach,2024-01-01,2025-11-01
M11037,occasional,Check,outreach,2024-01-01,2024-01-01
M11038,high_frequency,Check,outreach,2024-01-01,2024-01-01
M11039,occasional,Check,outreach,2024-01-01,
M11040,regular,ACH,outreach,2024-01-01,2024-03-01
M11041,occasional,Check,integrated,2024-02-01,2024-12-01
M11042,regular,Check,organic,2024-02-01,2025-11-01
M11043,high_frequency,Check,outreach,2024-02-01,2024-03-01
M11044,high_frequency,ACH,organic,2024-02-01,2024-04-01
M11045,occasional,Check,outreach,2024-02-01,
M11046,occasional,ACH,integrated,2024-02-01,
M11047,regular,Check,outreach,2024-02-01,2024-07-01
M11048,regular,Check,organic,2024-02-01,2024-02-01
M11049,regular,Check,outreach,2024-02-01,2024-02-01
M11050,regular,Check,outreach,2024-02-01,2024-09-01
M11051,regular,ACH,organic,2024-02-01,2024-07-01
M11052,regular,Check,organic,2024-02-01,2025-03-01
M11053,regular,ACH,integrated,2024-02-01,
M11054,occasional,ACH,organic,2024-02-01,
M11055,occasional,Check,integrated,2024-02-01,
M11056,occasional,ACH,organic,2024-02-01,2025-08-01
M11057,regular,Check,organic,2024-02-01,
M11058,occasional,ACH,organic,2024-02-01,
M11059,regular,ACH,integrated,2024-02-01,2024-07-01
M11060,regular,Check,organic,2024-02-01,2025-10-01
M11061,occasional,Check,organic,2024-02-01,
M11062,occasional,Check,organic,2024-02-01,
M11063,high_frequency,Check,outreach,2024-02-01,2024-05-01
M11064,occasional,ACH,organic,2024-02-01,
M11065,regular,ACH,integrated,2024-02-01,
M11066,regular,ACH,integrated,2024-02-01,
M11067,regular,ACH,outreach,2024-02-01,2024-02-01
M11068,occasional,Check,outreach,2024-02-01,
M11069,regular,Check,integrated,2024-02-01,2024-10-01
M11070,regular,ACH,organic,2024-02-01,2024-04-01
M11071,high_frequency,Check,outreach,2024-02-01,2024-02-01
M11072,regular,Check,integrated,2024-02-01,
M11073,regular,Check,outreach,2024-02-01,2024-02-01
M11074,high_frequency,ACH,outreach,2024-02-01,2025-08-01
M11075,regular,Check,outreach,2024-02-01,
M11076,regular,Check,outreach,2024-02-01,
M11077,regular,Check,outreach,2024-02-01,2024-11-01
M11078,regular,ACH,organic,2024-02-01,
M11079,regular,ACH,outreach,2024-02-01,2024-10-01
M11080,occasional,Check,integrated,2024-02-01,
M11081,high_frequency,ACH,outreach,2024-02-01,2025-07-01
M11082,occasional,Check,integrated,2024-02-01,
M11083,regular,Check,organic,2024-02-01,2024-04-01
M11084,regular,Check,outreach,2024-02-01,2025-07-01
M11085,occasional,Check,organic,2024-02-01,2025-06-01
M11086,regular,Check,organic,2024-02-01,
M11087,occasional,Check,integrated,2024-02-01,
M11088,high_frequency,Check,organic,2024-02-01,2024-02-01
M11089,regular,ACH,organic,2024-02-01,
M11090,occasional,Check,organic,2024-02-01,
M11091,high_frequency,Check,integrated,2024-02-01,2024-03-01
M11092,occasional,Check,outreach,2024-02-01,2025-05-01
M11093,regular,ACH,organic,2024-02-01,2024-02-01
M11094,regular,Check,integrated,2024-02-01,
M11095,regular,Check,outreach,2024-02-01,2024-06-01
M11096,high_frequency,ACH,integrated,2024-02-01,2025-04-01
M11097,occasional,Check,integrated,2024-02-01,
M11098,regular,ACH,integrated,2024-02-01,
M11099,high_frequency,Check,outreach,2024-02-01,2024-05-01
M11100,high_frequency,ACH,organic,2024-02-01,
M11101,regular,ACH,integrated,2024-02-01,
M11102,regular,ACH,integrated,2024-02-01,
M11103,regular,Check,organic,2024-02-01,2024-08-01
M11104,regular,ACH,outreach,2024-02-01,2024-03-01
M11105,regular,Check,organic,2024-02-01,
M11106,regular,Check,outreach,2024-02-01,
M11107,occasional,Check,integrated,2024-02-01,
M11108,occasional,Check,integrated,2024-02-01,
M11109,occasional,Check,outreach,2024-02-01,
M11110,high_frequency,Check,organic,2024-02-01,2025-08-01
M11111,occasional,Check,outreach,2024-02-01,2025-04-01
M11112,occasional,Check,organic,2024-02-01,2024-09-01
M11113,high_frequency,ACH,integrated,2024-02-01,2024-03-01
M11114,occasional,Check,organic,2024-02-01,
M11115,occasional,Check,outreach,2024-02-01,2025-09-01
M11116,occasional,Check,outreach,2024-02-01,2025-07-01
M11117,regular,Check,organic,2024-02-01,
M11118,high_frequency,ACH,outreach,2024-02-01,2024-02-01
M11119,high_frequency,Check,organic,2024-02-01,2024-02-01
M11120,regular,ACH,outreach,2024-02-01,2024-02-01
M11121,occasional,ACH,outreach,2024-02-01,2024-07-01
M11122,occasional,Check,outreach,2024-02-01,2025-04-01
M11123,occasional,ACH,outreach,2024-02-01,
M11124,occasional,ACH,outreach,2024-02-01,
M11125,regular,Check,outreach,2024-02-01,2024-02-01
M11126,regular,ACH,outreach,2024-02-01,2025-08-01
M11127,regular,Check,outreach,2024-02-01,2024-08-01
M11128,high_frequency,Check,outreach,2024-02-01,2024-08-01
M11129,occasional,Check,outreach,2024-02-01,
M11130,occasional,ACH,outreach,2024-02-01,2024-04-01
M11131,occasional,Check,outreach,2024-02-01,2024-03-01
M11132,occasional,ACH,outreach,2024-02-01,
M11133,regular,Check,outreach,2024-02-01,2024-07-01
M11134,occasional,Check,outreach,2024-02-01,
M11135,occasional,Check,outreach,2024-02-01,2024-03-01
M11136,occasional,Check,outreach,2024-02-01,
M11137,occasional,Check,outreach,2024-02-01,
M11138,regular,ACH,outreach,2024-02-01,2024-02-01
M11139,occasional,Check,outreach,2024-02-01,
M11140,high_frequency,Check,outreach,2024-02-01,2024-02-01
M11141,high_frequency,Check,outreach,2024-02-01,2024-04-01
M11142,occasional,Check,outreach,2024-02-01,
M11143,occasional,ACH,outreach,2024-02-01,2024-02-01
M11144,regular,Check,outreach,2024-02-01,2025-01-01
M11145,occasional,Check,outreach,2024-02-01,
M11146,regular,ACH,outreach,2024-02-01,2024-04-01
M11147,occasional,ACH,outreach,2024-02-01,
M11148,occasional,ACH,outreach,2024-02-01,2024-09-01
M11149,regular,ACH,outreach,2024-02-01,2024-03-01
M11150,high_frequency,ACH,outreach,2024-02-01,2024-04-01
M11151,occasional,Check,outreach,2024-02-01,
M11152,high_frequency,Check,outreach,2024-02-01,2024-07-01
M11153,regular,Check,outreach,2024-02-01,2024-12-01
M11154,regular,Check,outreach,2024-02-01,2024-03-01
M11155,occasional,Check,outreach,2024-02-01,
M11156,occasional,Check,outreach,2024-02-01,
M11157,occasional,Check,outreach,2024-02-01,2025-07-01
M11158,occasional,Check,outreach,2024-02-01,
M11159,occasional,Check,outreach,2024-02-01,2024-11-01
M11160,high_frequency,ACH,outreach,2024-02-01,2024-04-01
M11161,regular,Check,outreach,2024-02-01,2024-12-01
M11162,regular,Check,outreach,2024-02-01,2025-12-01
M11163,high_frequency,ACH,outreach,2024-02-01,2024-02-01
M11164,occasional,Check,outreach,2024-02-01,2024-04-01
M11165,occasional,Check,outreach,2024-02-01,
M11166,regular,Check,outreach,2024-02-01,2024-04-01
M11167,occasional,Check,outreach,2024-02-01,2024-06-01
M11168,regular,Check,outreach,2024-02-01,2024-05-01
M11169,occasional,Check,outreach,2024-02-01,2024-04-01
M11170,regular,Check,outreach,2024-02-01,2024-03-01
M11171,occasional,Check,outreach,2024-02-01,2024-03-01
M11172,occasional,ACH,outreach,2024-02-01,
M11173,high_frequency,ACH,outreach,2024-02-01,2024-08-01
M11174,high_frequency,Check,outreach,2024-02-01,2024-06-01
M11175,occasional,ACH,outreach,2024-02-01,
M11176,occasional,ACH,outreach,2024-02-01,2024-10-01
M11177,occasional,Check,outreach,2024-02-01,
M11178,occasional,ACH,outreach,2024-02-01,2024-03-01
M11179,regular,Check,outreach,2024-02-01,2024-02-01
M11180,occasional,Check,outreach,2024-02-01,
M11181,high_frequency,ACH,outreach,2024-02-01,2024-03-01
M11182,regular,ACH,outreach,2024-02-01,2024-04-01
M11183,occasional,ACH,outreach,2024-02-01,2024-04-01
M11184,occasional,Check,outreach,2024-02-01,
M11185,regular,ACH,outreach,2024-02-01,2024-02-01
M11186,regular,Check,outreach,2024-02-01,2024-03-01
M11187,regular,Check,outreach,2024-02-01,2024-06-01
M11188,occasional,ACH,outreach,2024-02-01,2025-09-01
M11189,occasional,ACH,outreach,2024-02-01,
M11190,regular,Check,outreach,2024-02-01,
M11191,occasional,ACH,outreach,2024-02-01,2024-11-01
M11192,high_frequency,Check,outreach,2024-02-01,2024-02-01
M11193,high_frequency,Check,outreach,2024-02-01,2024-05-01
M11194,regular,Check,outreach,2024-02-01,2024-06-01
M11195,regular,ACH,outreach,2024-02-01,2025-04-01
M11196,occasional,ACH,outreach,2024-02-01,
M11197,occasional,ACH,outreach,2024-02-01,2024-12-01
M11198,occasional,ACH,outreach,2024-02-01,2024-06-01
M11199,regular,Check,outreach,2024-02-01,2024-02-01
M11200,regular,ACH,outreach,2024-02-01,2024-09-01
M11201,regular,Check,outreach,2024-02-01,2025-11-01
M11202,high_frequency,Check,outreach,2024-02-01,2024-11-01
M11203,occasional,Check,outreach,2024-02-01,2024-06-01
M11204,regular,Check,outreach,2024-02-01,2024-08-01
M11205,occasional,Check,outreach,2024-02-01,2024-02-01
M11206,regular,Check,outreach,2024-02-01,
M11207,high_frequency,ACH,outreach,2024-02-01,2024-02-01
M11208,high_frequency,ACH,outreach,2024-02-01,2024-02-01
M11209,regular,Check,outreach,2024-02-01,2024-03-01
M11210,regular,ACH,outreach,2024-02-01,2024-12-01
M11211,regular,ACH,outreach,2024-02-01,2025-03-01
M11212,high_frequency,ACH,outreach,2024-02-01,2025-02-01
M11213,occasional,ACH,outreach,2024-02-01,2024-10-01
M11214,occasional,ACH,outreach,2024-02-01,
M11215,regular,ACH,outreach,2024-02-01,2025-09-01
M11216,occasional,Check,outreach,2024-02-01,
M11217,regular,ACH,outreach,2024-02-01,2024-04-01
M11218,regular,ACH,outreach,2024-02-01,2024-02-01
M11219,regular,ACH,outreach,2024-02-01,2024-04-01
M11220,occasional,Check,outreach,2024-02-01,
M11221,occasional,Check,outreach,2024-02-01,
M11222,occasional,ACH,outreach,2024-02-01,2024-03-01
M11223,high_frequency,Check,outreach,2024-02-01,2024-07-01
M11224,high_frequency,Check,outreach,2024-02-01,2025-01-01
M11225,high_frequency,Check,outreach,2024-02-01,2024-06-01
M11226,high_frequency,Check,outreach,2024-02-01,2024-03-01
M11227,regular,Check,outreach,2024-02-01,2024-04-01
M11228,high_frequency,ACH,outreach,2024-02-01,2024-07-01
M11229,high_frequency,ACH,outreach,2024-02-01,2024-02-01
M11230,occasional,ACH,outreach,2024-02-01,2024-02-01
M11231,occasional,ACH,outreach,2024-02-01,2024-06-01
M11232,high_frequency,ACH,outreach,2024-02-01,2024-03-01
M11233,occasional,Check,outreach,2024-02-01,2024-04-01
M11234,occasional,ACH,outreach,2024-02-01,
M11235,occasional,ACH,outreach,2024-02-01,2024-06-01
M11236,occasional,Check,outreach,2024-02-01,2024-12-01
M11237,regular,ACH,outreach,2024-02-01,2024-02-01
M11238,regular,Check,outreach,2024-02-01,2024-04-01
M11239,high_frequency,Check,outreach,2024-02-01,2024-04-01
M11240,high_frequency,ACH,outreach,2024-02-01,2024-03-01
M11241,regular,ACH,outreach,2024-02-01,
M11242,occasional,Check,outreach,2024-02-01,2025-03-01
M11243,occasional,Check,outreach,2024-02-01,
M11244,occasional,Check,outreach,2024-02-01,2024-06-01
M11245,occasional,ACH,outreach,2024-02-01,
M11246,regular,Check,outreach,2024-02-01,2024-07-01
M11247,occasional,Check,outreach,2024-02-01,2024-02-01
M11248,high_frequency,Check,outreach,2024-02-01,2024-02-01
M11249,high_frequency,ACH,outreach,2024-02-01,2024-09-01
M11250,regular,Check,outreach,2024-02-01,2024-02-01
M11251,regular,ACH,outreach,2024-02-01,2024-02-01
M11252,high_frequency,Check,outreach,2024-02-01,2024-04-01
M11253,regular,Check,outreach,2024-02-01,2024-05-01
M11254,occasional,Check,outreach,2024-02-01,
M11255,high_frequency,ACH,outreach,2024-02-01,2024-04-01
M11256,regular,ACH,outreach,2024-02-01,2025-01-01
M11257,occasional,Check,outreach,2024-02-01,2025-06-01
M11258,regular,Check,outreach,2024-02-01,2025-10-01
M11259,occasional,Check,outreach,2024-02-01,2025-11-01
M11260,regular,Check,outreach,2024-02-01,2024-09-01
M11261,occasional,ACH,outreach,2024-02-01,2024-06-01
M11262,regular,ACH,outreach,2024-02-01,
M11263,occasional,Check,outreach,2024-02-01,
M11264,regular,Check,outreach,2024-02-01,2024-06-01
M11265,high_frequency,Check,outreach,2024-02-01,2024-03-01
M11266,occasional,Check,outreach,2024-02-01,2024-03-01
M11267,occasional,Check,outreach,2024-02-01,
M11268,occasional,ACH,outreach,2024-02-01,
M11269,high_frequency,Check,outreach,2024-02-01,2024-03-01
M11270,regular,Check,outreach,2024-02-01,2024-10-01
M11271,occasional,Check,outreach,2024-02-01,2024-03-01
M11272,regular,Check,outreach,2024-02-01,2024-09-01
M11273,occasional,Check,outreach,2024-02-01,
M11274,regular,Check,outreach,2024-02-01,2024-11-01
M11275,occasional,ACH,outreach,2024-02-01,
M11276,regular,Check,outreach,2024-02-01,2024-03-01
M11277,regular,Check,outreach,2024-02-01,2024-03-01
M11278,occasional,ACH,outreach,2024-02-01,
M11279,occasional,Check,outreach,2024-02-01,
M11280,occasional,ACH,outreach,2024-02-01,2024-12-01
M11281,occasional,ACH,outreach,2024-02-01,2024-02-01
M11282,regular,ACH,outreach,2024-02-01,2024-06-01
M11283,occasional,Check,outreach,2024-02-01,2024-12-01
M11284,regular,Check,outreach,2024-02-01,2025-03-01
M11285,regular,ACH,outreach,2024-02-01,2024-11-01
M11286,regular,Check,outreach,2024-02-01,2025-12-01
M11287,regular,ACH,outreach,2024-02-01,2024-03-01
M11288,regular,Check,outreach,2024-02-01,2025-01-01
M11289,occasional,Check,outreach,2024-02-01,
M11290,occasional,Check,outreach,2024-02-01,2024-10-01
M11291,occasional,ACH,outreach,2024-02-01,2024-04-01
M11292,regular,ACH,outreach,2024-02-01,2024-02-01
M11293,regular,ACH,outreach,2024-02-01,2024-02-01
M11294,occasional,ACH,outreach,2024-02-01,2024-07-01
M11295,regular,Check,outreach,2024-02-01,2024-03-01
M11296,high_frequency,Check,outreach,2024-02-01,2024-02-01
M11297,regular,ACH,outreach,2024-02-01,
M11298,occasional,Check,outreach,2024-02-01,2024-10-01
M11299,regular,Check,outreach,2024-02-01,2024-10-01
M11300,occasional,ACH,outreach,2024-02-01,
M11301,regular,Check,outreach,2024-02-01,2025-03-01
M11302,occasional,Check,outreach,2024-02-01,
M11303,high_frequency,ACH,outreach,2024-02-01,2024-03-01
M11304,high_frequency,Check,outreach,2024-02-01,2024-10-01
M11305,high_frequency,Check,outreach,2024-02-01,2024-02-01
M11306,occasional,Check,outreach,2024-02-01,
M11307,regular,Check,outreach,2024-02-01,2024-02-01
M11308,occasional,ACH,outreach,2024-02-01,2025-03-01
M11309,occasional,ACH,outreach,2024-02-01,2024-03-01
M11310,regular,Check,outreach,2024-02-01,2025-06-01
M11311,regular,Check,outreach,2024-02-01,
M11312,regular,Check,outreach,2024-02-01,2025-12-01
M11313,occasional,ACH,outreach,2024-02-01,2024-07-01
M11314,regular,Check,outreach,2024-02-01,2024-05-01
M11315,occasional,Check,outreach,2024-02-01,
M11316,high_frequency,Check,outreach,2024-02-01,2024-03-01
M11317,occasional,Check,outreach,2024-02-01,
M11318,occasional,Check,outreach,2024-02-01,2024-05-01
M11319,regular,Check,outreach,2024-02-01,2025-02-01
M11320,occasional,ACH,outreach,2024-02-01,
M11321,regular,Check,outreach,2024-02-01,2024-08-01
M11322,regular,ACH,outreach,2024-02-01,2024-05-01
M11323,regular,Check,outreach,2024-02-01,
M11324,regular,ACH,outreach,2024-02-01,2024-06-01
M11325,occasional,Check,outreach,2024-02-01,2024-03-01
M11326,regular,ACH,outreach,2024-02-01,2024-02-01
M11327,regular,Check,outreach,2024-02-01,2024-02-01
M11328,regular,Check,outreach,2024-02-01,2025-05-01
M11329,occasional,ACH,outreach,2024-02-01,
M11330,high_frequency,ACH,outreach,2024-02-01,2024-05-01
M11331,high_frequency,ACH,outreach,2024-02-01,2024-05-01
M11332,regular,ACH,outreach,2024-02-01,2025-06-01
M11333,occasional,ACH,outreach,2024-02-01,
M11334,occasional,ACH,outreach,2024-02-01,2024-05-01
M11335,occasional,ACH,outreach,2024-02-01,
M11336,high_frequency,ACH,outreach,2024-02-01,2024-02-01
M11337,regular,Check,outreach,2024-02-01,2025-03-01
M11338,occasional,ACH,outreach,2024-02-01,
M11339,occasional,Check,outreach,2024-02-01,
M11340,high_frequency,ACH,outreach,2024-02-01,2024-04-01
M11341,occasional,Check,outreach,2024-02-01,
M11342,regular,ACH,outreach,2024-02-01,2024-06-01
M11343,regular,Check,outreach,2024-02-01,2024-03-01
M11344,occasional,ACH,outreach,2024-02-01,
M11345,occasional,ACH,outreach,2024-02-01,2024-08-01
M11346,regular,Check,outreach,2024-02-01,2024-06-01
M11347,regular,Check,outreach,2024-02-01,2024-04-01
M11348,regular,ACH,outreach,2024-02-01,2025-02-01
M11349,occasional,ACH,outreach,2024-02-01,2024-03-01
M11350,high_frequency,Check,outreach,2024-02-01,2024-03-01
M11351,regular,ACH,outreach,2024-02-01,2025-08-01
M11352,occasional,Check,outreach,2024-03-01,2024-05-01
M11353,regular,Check,outreach,2024-03-01,2024-09-01
M11354,high_frequency,ACH,outreach,2024-03-01,2024-11-01
M11355,regular,ACH,outreach,2024-03-01,2024-11-01
M11356,regular,Check,outreach,2024-03-01,2024-06-01
M11357,occasional,Check,outreach,2024-03-01,2024-10-01
M11358,regular,Check,organic,2024-03-01,
M11359,high_frequency,ACH,integrated,2024-03-01,2024-03-01
M11360,high_frequency,Check,integrated,2024-03-01,2024-04-01
M11361,regular,Check,organic,2024-03-01,2024-04-01
M11362,regular,Check,organic,2024-03-01,2024-04-01
M11363,regular,ACH,outreach,2024-03-01,2024-12-01
M11364,occasional,Check,outreach,2024-03-01,2024-04-01
M11365,occasional,Check,outreach,2024-03-01,2024-11-01
M11366,occasional,Check,integrated,2024-03-01,
M11367,occasional,Check,integrated,2024-03-01,
M11368,regular,ACH,outreach,2024-03-01,
M11369,regular,ACH,organic,2024-03-01,2025-02-01
M11370,occasional,Check,outreach,2024-03-01,2024-10-01
M11371,high_frequency,Check,organic,2024-03-01,2024-03-01
M11372,regular,Check,integrated,2024-03-01,2024-07-01
M11373,regular,ACH,outreach,2024-03-01,2024-04-01
M11374,occasional,ACH,integrated,2024-03-01,
M11375,regular,Check,outreach,2024-03-01,
M11376,regular,ACH,integrated,2024-03-01,
M11377,regular,ACH,outreach,2024-03-01,2024-03-01
M11378,regular,Check,integrated,2024-03-01,2024-08-01
M11379,regular,Check,integrated,2024-03-01,2024-03-01
M11380,occasional,ACH,outreach,2024-03-01,
M11381,regular,Check,integrated,2024-03-01,2024-05-01
M11382,occasional,ACH,outreach,2024-03-01,
M11383,occasional,ACH,organic,2024-03-01,2024-07-01
M11384,occasional,ACH,outreach,2024-03-01,
M11385,occasional,Check,organic,2024-03-01,
M11386,regular,Check,outreach,2024-03-01,
M11387,occasional,ACH,organic,2024-03-01,2025-08-01
M11388,regular,ACH,organic,2024-03-01,
M11389,high_frequency,Check,integrated,2024-03-01,2025-09-01
M11390,high_frequency,Check,outreach,2024-03-01,2024-11-01
M11391,occasional,ACH,integrated,2024-03-01,
M11392,occasional,Check,organic,2024-03-01,
M11393,occasional,Check,organic,2024-03-01,
M11394,occasional,Check,integrated,2024-03-01,
M11395,high_frequency,Check,organic,2024-03-01,
M11396,regular,ACH,integrated,2024-03-01,
M11397,high_frequency,ACH,outreach,2024-03-01,2024-05-01
M11398,occasional,Check,organic,2024-03-01,
M11399,high_frequency,ACH,integrated,2024-03-01,2024-11-01
M11400,regular,ACH,organic,2024-03-01,2024-06-01
M11401,occasional,Check,organic,2024-03-01,2024-07-01
M11402,occasional,Check,outreach,2024-03-01,
M11403,regular,ACH,organic,2024-03-01,2025-01-01
M11404,occasional,Check,outreach,2024-03-01,2024-04-01
M11405,high_frequency,Check,integrated,2024-03-01,2024-05-01
M11406,regular,Check,organic,2024-03-01,
M11407,high_frequency,Check,outreach,2024-03-01,2025-02-01
M11408,regular,Check,integrated,2024-03-01,
M11409,occasional,Check,outreach,2024-03-01,
M11410,regular,Check,outreach,2024-03-01,
M11411,occasional,Check,outreach,2024-03-01,
M11412,high_frequency,Check,outreach,2024-03-01,2025-04-01
M11413,high_frequency,ACH,outreach,2024-03-01,2024-03-01
M11414,high_frequency,Check,organic,2024-03-01,2024-10-01
M11415,occasional,Check,outreach,2024-03-01,2024-06-01
M11416,occasional,Check,outreach,2024-03-01,
M11417,occasional,ACH,integrated,2024-03-01,
M11418,occasional,Check,outreach,2024-03-01,
M11419,occasional,Check,outreach,2024-03-01,2024-04-01
M11420,regular,ACH,integrated,2024-03-01,2024-05-01
M11421,regular,ACH,outreach,2024-03-01,2024-03-01
M11422,occasional,Check,outreach,2024-03-01,
M11423,regular,Check,organic,2024-03-01,2024-09-01
M11424,occasional,ACH,outreach,2024-03-01,
M11425,occasional,ACH,organic,2024-03-01,2024-11-01
M11426,occasional,ACH,organic,2024-03-01,
M11427,occasional,Check,outreach,2024-03-01,2025-04-01
M11428,regular,ACH,integrated,2024-03-01,
M11429,regular,Check,integrated,2024-03-01,2025-05-01
M11430,occasional,Check,organic,2024-03-01,2025-02-01
M11431,regular,Check,outreach,2024-03-01,2024-09-01
M11432,occasional,ACH,outreach,2024-03-01,
M11433,occasional,ACH,organic,2024-03-01,
M11434,high_frequency,ACH,outreach,2024-03-01,
M11435,occasional,ACH,integrated,2024-04-01,
M11436,occasional,Check,organic,2024-04-01,2025-05-01
M11437,regular,ACH,integrated,2024-04-01,2025-03-01
M11438,regular,ACH,outreach,2024-04-01,2025-02-01
M11439,occasional,Check,organic,2024-04-01,2024-10-01
M11440,occasional,ACH,integrated,2024-04-01,
M11441,occasional,Check,outreach,2024-04-01,2024-08-01
M11442,regular,Check,organic,2024-04-01,2024-10-01
M11443,regular,Check,outreach,2024-04-01,2025-12-01
M11444,regular,Check,organic,2024-04-01,
M11445,occasional,Check,organic,2024-04-01,
M11446,high_frequency,Check,outreach,2024-04-01,2024-04-01
M11447,regular,Check,organic,2024-04-01,2025-04-01
M11448,occasional,Check,integrated,2024-04-01,2025-07-01
M11449,occasional,Check,integrated,2024-04-01,
M11450,regular,Check,outreach,2024-04-01,2024-10-01
M11451,high_frequency,ACH,outreach,2024-04-01,2024-06-01
M11452,occasional,Check,outreach,2024-04-01,2024-06-01
M11453,occasional,Check,integrated,2024-04-01,
M11454,occasional,Check,outreach,2024-04-01,
M11455,high_frequency,ACH,outreach,2024-04-01,2024-04-01
M11456,occasional,Check,integrated,2024-04-01,
M11457,regular,Check,outreach,2024-04-01,2024-06-01
M11458,regular,ACH,outreach,2024-04-01,2025-07-01
M11459,occasional,Check,outreach,2024-04-01,
M11460,regular,ACH,outreach,2024-04-01,2025-06-01
M11461,high_frequency,Check,outreach,2024-04-01,2024-04-01
M11462,high_frequency,Check,outreach,2024-04-01,2024-09-01
M11463,occasional,ACH,integrated,2024-04-01,2024-11-01
M11464,regular,Check,integrated,2024-04-01,
M11465,regular,ACH,organic,2024-04-01,
M11466,occasional,Check,outreach,2024-04-01,2025-04-01
M11467,occasional,Check,organic,2024-04-01,2024-04-01
