merchant_id,month,payments,volume
M10377,2023-12-01,7,68828.75
M10378,2023-12-01,2,2289.13
M10383,2023-12-01,1,1825.24
M10386,2023-12-01,2,930.99
M10389,2023-12-01,2,1514.53
M10391,2023-12-01,4,46336.89
M10392,2023-12-01,1,2043.45
M10393,2023-12-01,1,355.18
M10395,2023-12-01,1,2030.82
M10396,2023-12-01,3,7608.57
M10397,2023-12-01,1,1381.91
M10400,2023-12-01,1,955.94
M10401,2023-12-01,1,875.26
M10402,2023-12-01,6,49698.94
M10403,2023-12-01,1,701.2
M10406,2023-12-01,3,9388.31
M10408,2023-12-01,2,19535.75
M10409,2023-12-01,1,2133.21
M10410,2023-12-01,2,1978.1
M10413,2023-12-01,1,528.11
M10414,2023-12-01,2,3528.91
M10419,2023-12-01,1,537.27
M10420,2023-12-01,1,580.21
M10421,2023-12-01,7,59503.08
M10425,2023-12-01,3,30890.74
M10427,2023-12-01,1,645.53
M10428,2023-12-01,1,876.33
M10429,2023-12-01,1,269.64
M10433,2023-12-01,1,1346.39
M10435,2023-12-01,3,9149.96
M10436,2023-12-01,4,21544.62
M10438,2023-12-01,7,60485.56
M10441,2023-12-01,4,33968.57
M10442,2023-12-01,5,43101.63
M10443,2023-12-01,2,1648.18
M10445,2023-12-01,2,17079.18
M10447,2023-12-01,1,1111.46
M10450,2023-12-01,4,13506.24
M10451,2023-12-01,2,5748.87
M10452,2023-12-01,1,2678.23
M10453,2023-12-01,3,32425.88
M10456,2023-12-01,9,99666.12
M10460,2023-12-01,1,438.92
M10462,2023-12-01,2,3023.93
M10463,2023-12-01,1,282.82
M10464,2023-12-01,1,1145.2
M10470,2023-12-01,1,1720.85
M10474,2023-12-01,4,16372.23
M10475,2023-12-01,9,78698.1
M10476,2023-12-01,1,514.56
M10480,2023-12-01,1,3826.49
M10482,2023-12-01,4,32595.81
M10486,2023-12-01,1,356.15
M10487,2023-12-01,3,10295.59
M10488,2023-12-01,1,660.4
M10492,2023-12-01,2,6458.28
M10493,2023-12-01,2,946.46
M10496,2023-12-01,2,2141.04
M10499,2023-12-01,1,2270.58
M10500,2023-12-01,2,20192.42
M10502,2023-12-01,1,2980.91
M10503,2023-12-01,8,66520.41
M10505,2023-12-01,3,8095.58
M10506,2023-12-01,2,4824.81
M10511,2023-12-01,3,7115.0
M10512,2023-12-01,1,465.86
M10514,2023-12-01,2,4373.08
M10515,2023-12-01,3,8143.48
M10517,2023-12-01,7,48635.64
M10523,2023-12-01,2,821.14
M10524,2023-12-01,6,53761.6
M10530,2023-12-01,1,507.75
M10532,2023-12-01,2,1810.61
M10533,2023-12-01,1,2077.47
M10534,2023-12-01,8,61550.94
M10536,2023-12-01,4,9106.48
M10537,2023-12-01,9,73971.59
M10538,2023-12-01,5,51271.65
M10539,2023-12-01,1,5853.02
M10540,2023-12-01,4,47991.14
M10541,2023-12-01,1,395.23
M10543,2023-12-01,2,860.99
M10544,2023-12-01,1,2625.96
M10546,2023-12-01,7,47824.99
M10547,2023-12-01,1,589.69
M10549,2023-12-01,2,2306.5
M10553,2023-12-01,2,4803.86
M10557,2023-12-01,2,8419.65
M10558,2023-12-01,4,13123.5
M10560,2023-12-01,4,13276.39
M10561,2023-12-01,3,3184.04
M10562,2023-12-01,9,78483.62
M10563,2023-12-01,1,10308.43
M10566,2023-12-01,4,14369.38
M10567,2023-12-01,6,63520.0
M10569,2023-12-01,1,11469.73
M10570,2023-12-01,1,854.76
M10575,2023-12-01,1,1828.02
M10577,2023-12-01,1,325.99
M10578,2023-12-01,4,18011.04
M10579,2023-12-01,5,48963.07
M10580,2023-12-01,1,2603.23
M10582,2023-12-01,6,39023.65
M10584,2023-12-01,1,491.84
M10586,2023-12-01,5,38594.9
M10590,2023-12-01,5,40104.07
M10593,2023-12-01,4,62958.11
M10594,2023-12-01,1,355.26
M10597,2023-12-01,2,1026.45
M10598,2023-12-01,2,19887.06
M10600,2023-12-01,1,975.76
M10606,2023-12-01,1,4009.35
M10610,2023-12-01,2,2153.91
M10612,2023-12-01,2,7862.3
M10613,2023-12-01,2,1196.0
M10617,2023-12-01,4,29554.61
M10621,2023-12-01,1,1051.02
M10624,2023-12-01,3,3783.72
M10627,2023-12-01,3,18270.62
M10628,2023-12-01,1,1614.86
M10630,2023-12-01,1,3109.93
M10632,2023-12-01,6,53860.42
M10633,2023-12-01,5,32588.1
M10634,2023-12-01,6,53827.51
M10635,2023-12-01,1,1767.0
M10639,2023-12-01,1,840.76
M10644,2023-12-01,1,4235.67
M10645,2023-12-01,3,2681.13
M10646,2023-12-01,7,52836.88
M10648,2023-12-01,5,34520.91
M10650,2023-12-01,8,68107.8
M10651,2023-12-01,1,4932.82
M10654,2023-12-01,3,12472.9
M10655,2023-12-01,1,3529.23
M10656,2023-12-01,5,50349.25
M10658,2023-12-01,1,666.18
M10659,2023-12-01,4,8908.56
M10660,2023-12-01,4,32647.54
M10663,2023-12-01,5,34197.7
M10665,2023-12-01,2,1154.64
M10671,2023-12-01,7,76706.03
M10673,2023-12-01,2,6406.91
M10677,2023-12-01,5,46659.76
M10681,2023-12-01,1,1334.62
M10682,2023-12-01,1,1148.18
M10684,2023-12-01,10,84241.55
M10686,2023-12-01,4,12326.24
M10688,2023-12-01,4,38734.75
M10689,2023-12-01,5,49723.77
M10691,2023-12-01,2,19667.01
M10692,2023-12-01,6,48227.52
M10693,2023-12-01,1,581.51
M10695,2023-12-01,1,793.28
M10696,2023-12-01,1,1325.85
M10698,2023-12-01,1,1537.24
M10699,2023-12-01,1,853.33
M10700,2023-12-01,1,735.15
M10701,2023-12-01,2,6145.01
M10702,2023-12-01,1,3206.9
M10703,2023-12-01,2,1310.09
M10704,2023-12-01,5,55796.22
M10705,2023-12-01,2,4858.52
M10708,2023-12-01,2,5395.81
M10709,2023-12-01,1,3657.46
M10711,2023-12-01,1,852.52
M10712,2023-12-01,7,74593.42
M10715,2023-12-01,4,11131.39
M10716,2023-12-01,1,422.34
M10719,2023-12-01,3,8310.06
M10721,2023-12-01,5,50533.35
M10722,2023-12-01,2,6188.86
M10723,2023-12-01,1,2636.04
M10724,2023-12-01,1,1532.35
M10726,2023-12-01,8,63349.89
M10727,2023-12-01,1,2042.97
M10728,2023-12-01,3,4843.62
M10729,2023-12-01,2,1048.28
M10730,2023-12-01,1,1436.6
M10732,2023-12-01,5,32416.74
M10733,2023-12-01,1,3836.42
M10734,2023-12-01,1,3145.92
M10735,2023-12-01,2,3340.23
M10736,2023-12-01,3,30650.46
M10737,2023-12-01,3,24607.87
M10738,2023-12-01,1,3422.3
M10740,2023-12-01,3,6172.04
M10741,2023-12-01,1,425.21
M10743,2023-12-01,1,391.69
M10744,2023-12-01,6,55466.03
M10745,2023-12-01,2,6145.95
M10747,2023-12-01,2,7443.44
M10750,2023-12-01,2,4285.68
M10752,2023-12-01,2,9483.11
M10756,2023-12-01,9,90030.9
M10758,2023-12-01,3,20694.82
M10761,2023-12-01,1,622.46
M10763,2023-12-01,1,1384.08
M10766,2023-12-01,2,4734.27
M10767,2023-12-01,1,2420.72
M10768,2023-12-01,3,11275.11
M10769,2023-12-01,2,5381.64
M10770,2023-12-01,4,16395.46
M10771,2023-12-01,7,45269.94
M10772,2023-12-01,2,1403.71
M10774,2023-12-01,1,1437.19
M10775,2023-12-01,1,5639.8
M10776,2023-12-01,3,7961.24
M10778,2023-12-01,2,1095.53
M10780,2023-12-01,1,695.79
M10002,2024-01-01,1,2482.66
M10007,2024-01-01,3,19315.84
M10010,2024-01-01,2,3600.18
M10015,2024-01-01,1,1416.63
M10017,2024-01-01,6,54651.97
M10021,2024-01-01,1,599.8
M10023,2024-01-01,1,639.28
M10024,2024-01-01,1,416.26
M10028,2024-01-01,3,12588.05
M10031,2024-01-01,1,1577.45
M10033,2024-01-01,1,656.23
M10034,2024-01-01,1,959.13
M10042,2024-01-01,1,567.62
M10047,2024-01-01,1,297.41
M10048,2024-01-01,1,590.53
M10049,2024-01-01,2,9893.83
M10051,2024-01-01,1,1061.7
M10056,2024-01-01,1,455.17
M10057,2024-01-01,1,842.97
M10061,2024-01-01,2,4264.76
M10065,2024-01-01,1,1913.89
M10066,2024-01-01,1,1076.72
M10074,2024-01-01,1,450.19
M10075,2024-01-01,1,3446.22
M10076,2024-01-01,5,81662.79
M10080,2024-01-01,4,20559.02
M10081,2024-01-01,3,14539.64
M10089,2024-01-01,3,28866.02
M10094,2024-01-01,4,44042.79
M10096,2024-01-01,3,9837.64
M10098,2024-01-01,1,1136.71
M10101,2024-01-01,2,1556.46
M10102,2024-01-01,1,3882.94
M10109,2024-01-01,1,255.61
M10111,2024-01-01,1,555.11
M10116,2024-01-01,3,35147.9
M10121,2024-01-01,1,969.86
M10123,2024-01-01,1,696.6
M10125,2024-01-01,1,2251.88
M10126,2024-01-01,1,403.42
M10127,2024-01-01,1,16331.32
M10131,2024-01-01,2,17968.15
M10132,2024-01-01,1,605.54
M10136,2024-01-01,4,27519.65
M10138,2024-01-01,2,16413.37
M10139,2024-01-01,2,6650.07
M10148,2024-01-01,5,32618.11
M10150,2024-01-01,3,24740.61
M10154,2024-01-01,2,866.21
M10155,2024-01-01,3,7156.28
M10158,2024-01-01,4,8044.97
M10159,2024-01-01,1,722.59
M10173,2024-01-01,2,2182.99
M10175,2024-01-01,2,9443.62
M10177,2024-01-01,1,1883.21
M10183,2024-01-01,3,10261.45
M10184,2024-01-01,2,26044.65
M10189,2024-01-01,3,25008.04
M10197,2024-01-01,3,10415.65
M10199,2024-01-01,2,3638.35
M10203,2024-01-01,2,5571.89
M10204,2024-01-01,2,1399.74
M10206,2024-01-01,2,4395.13
M10207,2024-01-01,3,30525.71
M10210,2024-01-01,1,107.63
M10215,2024-01-01,2,1899.55
M10216,2024-01-01,1,2180.76
M10220,2024-01-01,1,2461.57
M10222,2024-01-01,3,30499.28
M10225,2024-01-01,2,1867.32
M10231,2024-01-01,2,9566.58
M10232,2024-01-01,1,4063.91
M10234,2024-01-01,1,1681.07
M10235,2024-01-01,1,366.65
M10236,2024-01-01,2,4700.53
M10237,2024-01-01,4,35892.64
M10241,2024-01-01,8,54594.73
M10244,2024-01-01,3,17968.76
M10249,2024-01-01,1,701.6
M10252,2024-01-01,2,13709.07
M10258,2024-01-01,3,9805.97
M10259,2024-01-01,3,2946.91
M10260,2024-01-01,1,474.83
M10261,2024-01-01,3,18446.9
M10263,2024-01-01,1,921.03
M10264,2024-01-01,3,15230.76
M10266,2024-01-01,4,17994.35
M10267,2024-01-01,2,1863.3
M10272,2024-01-01,3,14076.86
M10274,2024-01-01,1,606.83
M10278,2024-01-01,1,534.47
M10281,2024-01-01,6,39075.6
M10284,2024-01-01,1,475.12
M10286,2024-01-01,2,6752.28
M10292,2024-01-01,1,724.55
M10294,2024-01-01,3,9797.75
M10295,2024-01-01,5,18208.25
M10297,2024-01-01,1,883.53
M10303,2024-01-01,1,626.7
M10306,2024-01-01,2,3218.33
M10308,2024-01-01,6,44920.82
M10311,2024-01-01,1,1812.87
M10312,2024-01-01,1,758.97
M10314,2024-01-01,3,12294.54
M10315,2024-01-01,2,909.34
M10316,2024-01-01,1,789.61
M10321,2024-01-01,2,13736.45
M10322,2024-01-01,2,1527.61
M10327,2024-01-01,7,72882.02
M10329,2024-01-01,3,35487.76
M10331,2024-01-01,1,1415.66
M10332,2024-01-01,1,6169.59
M10334,2024-01-01,2,16779.66
M10335,2024-01-01,2,7950.14
M10343,2024-01-01,3,41996.01
M10345,2024-01-01,2,2846.58
M10349,2024-01-01,1,502.21
M10350,2024-01-01,2,3836.25
M10351,2024-01-01,1,1331.7
M10352,2024-01-01,1,1499.45
M10361,2024-01-01,5,55306.63
M10362,2024-01-01,1,1777.91
M10364,2024-01-01,1,2257.26
M10366,2024-01-01,1,6904.8
M10367,2024-01-01,1,9689.8
M10368,2024-01-01,1,3268.0
M10370,2024-01-01,1,4917.62
M10372,2024-01-01,1,461.24
M10373,2024-01-01,1,2332.15
M10374,2024-01-01,1,606.02
M10376,2024-01-01,1,945.07
M10377,2024-01-01,2,8504.9
M10378,2024-01-01,2,1569.1
M10382,2024-01-01,1,3494.96
M10383,2024-01-01,2,4001.67
M10391,2024-01-01,2,16342.39
M10392,2024-01-01,2,2752.72
M10395,2024-01-01,2,3910.3
M10397,2024-01-01,4,14252.27
M10402,2024-01-01,3,23569.55
M10403,2024-01-01,1,913.86
M10404,2024-01-01,1,545.79
M10405,2024-01-01,1,625.35
M10406,2024-01-01,1,5698.05
M10407,2024-01-01,1,204.14
M10408,2024-01-01,3,36732.82
M10410,2024-01-01,1,623.7
M10412,2024-01-01,2,1305.63
M10414,2024-01-01,3,9754.44
M10421,2024-01-01,3,26991.23
M10425,2024-01-01,1,7009.18
M10432,2024-01-01,1,491.15
M10433,2024-01-01,1,1719.91
M10436,2024-01-01,1,11333.44
M10438,2024-01-01,3,18606.22
M10441,2024-01-01,5,35109.91
M10442,2024-01-01,12,81437.07
M10445,2024-01-01,3,6219.3
M10452,2024-01-01,1,1710.33
M10453,2024-01-01,3,18236.28
M10455,2024-01-01,1,877.06
M10456,2024-01-01,2,14308.07
M10457,2024-01-01,1,728.87
M10461,2024-01-01,2,8220.54
M10462,2024-01-01,3,10811.55
M10463,2024-01-01,1,177.71
M10469,2024-01-01,1,3928.46
M10470,2024-01-01,3,5489.75
M10472,2024-01-01,1,883.37
M10474,2024-01-01,3,13706.66
M10475,2024-01-01,5,40858.73
M10478,2024-01-01,1,1893.4
M10482,2024-01-01,5,38422.49
M10488,2024-01-01,2,1446.87
M10491,2024-01-01,1,3270.46
M10492,2024-01-01,2,2420.18
M10495,2024-01-01,1,732.75
M10499,2024-01-01,1,2645.56
M10500,2024-01-01,4,50894.3
M10502,2024-01-01,1,1485.77
M10503,2024-01-01,3,30144.35
M10506,2024-01-01,2,5987.01
M10507,2024-01-01,1,376.71
M10510,2024-01-01,1,279.17
M10511,2024-01-01,3,12607.7
M10515,2024-01-01,1,3749.98
M10517,2024-01-01,5,37423.84
M10521,2024-01-01,3,4361.54
M10523,2024-01-01,1,671.97
M10527,2024-01-01,2,4324.49
M10532,2024-01-01,1,1119.73
M10534,2024-01-01,9,71788.6
M10537,2024-01-01,4,32261.08
M10538,2024-01-01,3,27351.89
M10539,2024-01-01,5,39954.58
M10540,2024-01-01,5,36587.8
M10541,2024-01-01,1,679.58
M10546,2024-01-01,3,27486.98
M10549,2024-01-01,1,330.14
M10553,2024-01-01,1,2950.96
M10555,2024-01-01,1,3933.15
M10560,2024-01-01,1,1996.51
M10562,2024-01-01,4,28366.43
M10565,2024-01-01,1,976.71
M10566,2024-01-01,3,12381.28
M10567,2024-01-01,6,46437.73
M10569,2024-01-01,1,2439.34
M10570,2024-01-01,1,508.98
M10572,2024-01-01,3,5612.82
M10573,2024-01-01,1,1628.5
M10578,2024-01-01,1,4474.2
M10579,2024-01-01,3,21173.13
M10580,2024-01-01,1,1456.28
M10582,2024-01-01,6,60595.49
M10583,2024-01-01,1,437.45
M10585,2024-01-01,1,871.9
M10586,2024-01-01,6,53361.4
M10588,2024-01-01,1,2129.51
M10590,2024-01-01,3,23093.55
M10591,2024-01-01,1,1117.63
M10593,2024-01-01,6,39468.32
M10597,2024-01-01,1,347.49
M10598,2024-01-01,5,46784.76
M10603,2024-01-01,1,1493.3
M10606,2024-01-01,4,52860.63
M10607,2024-01-01,2,7390.26
M10609,2024-01-01,1,3307.36
M10610,2024-01-01,2,1720.9
M10611,2024-01-01,1,4686.74
M10612,2024-01-01,3,11527.99
M10613,2024-01-01,2,1305.34
M10616,2024-01-01,1,502.15
M10617,2024-01-01,10,67034.39
M10621,2024-01-01,1,2266.04
M10623,2024-01-01,1,5723.26
M10624,2024-01-01,1,556.76
M10626,2024-01-01,2,1269.91
M10627,2024-01-01,3,31832.07
M10630,2024-01-01,1,4335.04
M10631,2024-01-01,1,698.22
M10632,2024-01-01,6,62804.53
M10633,2024-01-01,8,54719.68
M10634,2024-01-01,1,3126.32
M10635,2024-01-01,4,10066.64
M10640,2024-01-01,1,455.85
M10641,2024-01-01,1,444.06
M10643,2024-01-01,2,4581.39
M10644,2024-01-01,2,4964.6
M10646,2024-01-01,8,82290.17
M10648,2024-01-01,10,111615.11
M10652,2024-01-01,3,1501.12
M10655,2024-01-01,1,1819.42
M10656,2024-01-01,8,81197.16
M10659,2024-01-01,1,3664.95
M10662,2024-01-01,1,1292.9
M10664,2024-01-01,1,1658.51
M10669,2024-01-01,1,1348.93
M10671,2024-01-01,7,56368.23
M10674,2024-01-01,1,1152.48
M10680,2024-01-01,1,2878.71
M10681,2024-01-01,1,532.61
M10684,2024-01-01,3,35922.94
M10687,2024-01-01,1,702.11
M10688,2024-01-01,5,44139.2
M10689,2024-01-01,2,36393.78
M10690,2024-01-01,1,876.64
M10691,2024-01-01,5,44730.83
M10692,2024-01-01,7,68534.62
M10695,2024-01-01,2,921.11
M10700,2024-01-01,1,517.44
M10701,2024-01-01,1,9685.18
M10702,2024-01-01,3,12573.99
M10704,2024-01-01,5,32944.71
M10705,2024-01-01,3,9155.79
M10706,2024-01-01,1,765.51
M10708,2024-01-01,3,6497.3
M10709,2024-01-01,2,3753.21
M10710,2024-01-01,3,14200.64
M10711,2024-01-01,1,589.06
M10715,2024-01-01,1,2557.15
M10719,2024-01-01,2,6306.65
M10720,2024-01-01,1,532.17
M10721,2024-01-01,4,38941.65
M10725,2024-01-01,1,359.7
M10726,2024-01-01,3,22525.21
M10727,2024-01-01,1,1487.86
M10728,2024-01-01,2,8148.8
M10732,2024-01-01,6,45079.62
M10734,2024-01-01,1,1013.53
M10735,2024-01-01,2,9747.98
M10736,2024-01-01,7,75973.39
M10737,2024-01-01,3,18396.36
M10740,2024-01-01,1,2815.6
M10741,2024-01-01,2,2536.98
M10744,2024-01-01,5,42641.0
M10745,2024-01-01,1,1867.17
M10749,2024-01-01,1,901.2
M10750,2024-01-01,1,4247.06
M10756,2024-01-01,4,33865.25
M10759,2024-01-01,1,4855.41
M10766,2024-01-01,2,6283.29
M10767,2024-01-01,1,1197.66
M10768,2024-01-01,2,8328.24
M10770,2024-01-01,1,2177.65
M10771,2024-01-01,2,15555.38
M10773,2024-01-01,1,1486.83
M10774,2024-01-01,2,1164.16
M10775,2024-01-01,1,3445.21
M10777,2024-01-01,1,837.77
M10778,2024-01-01,2,849.31
M10780,2024-01-01,1,1351.71
M10781,2024-01-01,1,926.88
M10782,2024-01-01,2,5827.27
M10783,2024-01-01,6,31652.99
M10784,2024-01-01,5,58291.94
M10785,2024-01-01,1,630.08
M10788,2024-01-01,1,500.21
M10790,2024-01-01,2,11179.09
M10791,2024-01-01,4,24055.82
M10793,2024-01-01,4,2290.9
M10795,2024-01-01,4,10908.13
M10799,2024-01-01,1,2009.62
M10801,2024-01-01,3,6245.16
M10802,2024-01-01,2,3351.02
M10803,2024-01-01,2,10688.66
M10804,2024-01-01,2,8912.56
M10810,2024-01-01,2,5541.54
M10811,2024-01-01,3,26949.77
M10812,2024-01-01,2,10734.67
M10813,2024-01-01,2,1974.15
M10815,2024-01-01,1,1417.58
M10816,2024-01-01,4,10253.86
M10818,2024-01-01,1,792.6
M10819,2024-01-01,1,2786.19
M10820,2024-01-01,2,3719.9
M10822,2024-01-01,1,538.08
M10824,2024-01-01,1,380.63
M10826,2024-01-01,2,16238.83
M10830,2024-01-01,1,2715.32
M10831,2024-01-01,4,13080.34
M10832,2024-01-01,5,49316.52
M10833,2024-01-01,1,614.63
M10834,2024-01-01,1,1735.32
M10835,2024-01-01,1,7547.71
M10836,2024-01-01,1,846.75
M10837,2024-01-01,2,5038.03
M10838,2024-01-01,1,3621.8
M10839,2024-01-01,1,1792.38
M10840,2024-01-01,3,6548.27
M10842,2024-01-01,2,12710.36
M10843,2024-01-01,2,5273.76
M10844,2024-01-01,1,1058.98
M10845,2024-01-01,3,26687.3
M10846,2024-01-01,5,15721.84
M10847,2024-01-01,3,1820.22
M10849,2024-01-01,1,1244.66
M10851,2024-01-01,1,588.75
M10852,2024-01-01,2,791.87
M10853,2024-01-01,1,5461.59
M10854,2024-01-01,1,568.05
M10856,2024-01-01,1,994.13
M10857,2024-01-01,3,11425.52
M10860,2024-01-01,1,4202.49
M10862,2024-01-01,2,4956.77
M10863,2024-01-01,1,5163.31
M10864,2024-01-01,1,2347.09
M10865,2024-01-01,1,309.52
M10869,2024-01-01,5,41478.76
M10874,2024-01-01,2,11114.57
M10876,2024-01-01,4,22674.2
M10879,2024-01-01,1,477.37
M10880,2024-01-01,3,13673.65
M10881,2024-01-01,1,667.8
M10884,2024-01-01,1,796.82
M10885,2024-01-01,2,9130.66
M10886,2024-01-01,1,8115.67
M10887,2024-01-01,1,747.1
M10889,2024-01-01,1,1103.64
M10890,2024-01-01,5,33798.72
M10891,2024-01-01,2,18531.4
M10893,2024-01-01,3,13582.42
M10897,2024-01-01,6,49582.04
M10899,2024-01-01,1,691.63
M10900,2024-01-01,1,1799.78
M10901,2024-01-01,2,7961.24
M10904,2024-01-01,4,34287.87
M10906,2024-01-01,2,4760.84
M10907,2024-01-01,1,428.05
M10908,2024-01-01,5,44113.72
M10910,2024-01-01,1,4551.1
M10914,2024-01-01,4,7499.75
M10915,2024-01-01,1,1609.03
M10919,2024-01-01,1,629.82
M10921,2024-01-01,1,3363.64
M10922,2024-01-01,6,25017.35
M10924,2024-01-01,5,42943.28
M10925,2024-01-01,1,1612.56
M10926,2024-01-01,1,464.37
M10927,2024-01-01,1,328.62
M10928,2024-01-01,4,31205.9
M10929,2024-01-01,5,53824.53
M10933,2024-01-01,6,17796.12
M10934,2024-01-01,1,1721.47
M10935,2024-01-01,2,1457.35
M10938,2024-01-01,3,33067.7
M10939,2024-01-01,3,25618.12
M10940,2024-01-01,1,1835.53
M10943,2024-01-01,4,25947.22
M10948,2024-01-01,3,26726.78
M10951,2024-01-01,2,5567.41
M10954,2024-01-01,2,13879.56
M10960,2024-01-01,3,6638.48
M10962,2024-01-01,2,1197.53
M10964,2024-01-01,3,3833.76
M10966,2024-01-01,2,8304.96
M10969,2024-01-01,3,19715.55
M10971,2024-01-01,1,890.57
M10972,2024-01-01,6,55324.59
M10973,2024-01-01,2,4113.38
M10976,2024-01-01,1,709.28
M10979,2024-01-01,6,27614.31
M10980,2024-01-01,7,69126.12
M10981,2024-01-01,1,3557.05
M10982,2024-01-01,1,734.55
M10985,2024-01-01,1,3205.38
M10986,2024-01-01,2,4424.98
M10990,2024-01-01,2,1339.58
M10991,2024-01-01,1,2815.17
M10993,2024-01-01,1,287.13
M10996,2024-01-01,1,2487.5
M11000,2024-01-01,3,8837.14
M11001,2024-01-01,1,516.98
M11002,2024-01-01,1,1916.91
M11006,2024-01-01,1,500.91
M11009,2024-01-01,1,4077.42
M11010,2024-01-01,1,545.72
M11011,2024-01-01,2,1753.4
M11014,2024-01-01,2,4451.33
M11015,2024-01-01,2,27427.4
M11016,2024-01-01,1,2738.6
M11020,2024-01-01,3,17281.48
M11021,2024-01-01,1,570.94
M11023,2024-01-01,3,19610.74
M11024,2024-01-01,2,8470.34
M11025,2024-01-01,2,1974.98
M11028,2024-01-01,1,3450.95
M11029,2024-01-01,1,711.79
M11030,2024-01-01,1,352.45
M11033,2024-01-01,3,15554.3
M11034,2024-01-01,6,49354.8
M11036,2024-01-01,2,2504.08
M11039,2024-01-01,2,927.39
M11040,2024-01-01,3,10713.58
M10001,2024-02-01,1,4744.36
M10002,2024-02-01,2,8810.54
M10004,2024-02-01,2,6045.21
M10008,2024-02-01,1,2406.55
M10010,2024-02-01,1,4454.08
M10011,2024-02-01,1,415.0
M10015,2024-02-01,2,1296.5
M10017,2024-02-01,2,22920.46
M10023,2024-02-01,1,249.38
M10026,2024-02-01,1,731.61
M10028,2024-02-01,2,3824.41
M10031,2024-02-01,1,1573.35
M10033,2024-02-01,1,1603.93
M10038,2024-02-01,1,1599.32
M10042,2024-02-01,1,965.14
M10044,2024-02-01,1,3484.08
M10045,2024-02-01,1,667.46
M10049,2024-02-01,1,1486.95
M10054,2024-02-01,3,9026.44
M10057,2024-02-01,1,506.11
M10061,2024-02-01,1,1473.38
M10065,2024-02-01,5,13761.29
M10069,2024-02-01,1,658.78
M10074,2024-02-01,1,754.15
M10075,2024-02-01,3,8664.95
M10076,2024-02-01,5,42436.65
M10080,2024-02-01,5,38411.19
M10081,2024-02-01,7,55422.21
M10084,2024-02-01,1,727.3
M10089,2024-02-01,7,57063.76
M10090,2024-02-01,3,2304.84
M10091,2024-02-01,1,256.06
M10094,2024-02-01,6,52463.84
M10095,2024-02-01,5,21254.38
M10097,2024-02-01,1,378.91
M10101,2024-02-01,2,2569.15
M10102,2024-02-01,1,1312.03
M10109,2024-02-01,1,276.04
M10110,2024-02-01,1,1530.63
M10115,2024-02-01,1,2886.92
M10116,2024-02-01,8,72578.37
M10125,2024-02-01,1,2506.56
M10127,2024-02-01,1,2853.81
M10131,2024-02-01,3,19028.61
M10134,2024-02-01,2,4376.33
M10136,2024-02-01,4,33726.36
M10138,2024-02-01,9,65829.78
M10139,2024-02-01,1,5157.24
M10140,2024-02-01,2,717.66
M10142,2024-02-01,1,360.32
M10146,2024-02-01,1,1060.63
M10148,2024-02-01,2,14998.95
M10150,2024-02-01,2,35006.36
M10155,2024-02-01,3,8878.19
M10157,2024-02-01,1,340.33
M10158,2024-02-01,5,10673.03
M10159,2024-02-01,1,613.22
M10173,2024-02-01,2,1966.02
M10175,2024-02-01,2,8393.17
M10178,2024-02-01,4,5544.42
M10184,2024-02-01,4,43341.0
M10189,2024-02-01,3,26421.79
M10198,2024-02-01,1,456.64
M10199,2024-02-01,1,1201.78
M10205,2024-02-01,1,329.19
M10206,2024-02-01,1,5471.41
M10207,2024-02-01,6,63397.05
M10209,2024-02-01,3,9944.68
M10214,2024-02-01,1,3398.84
M10215,2024-02-01,2,2353.17
M10220,2024-02-01,1,5365.8
M10221,2024-02-01,1,1043.49
M10222,2024-02-01,5,64944.27
M10230,2024-02-01,2,1904.6
M10231,2024-02-01,1,640.53
M10234,2024-02-01,1,800.98
M10236,2024-02-01,2,6541.19
M10237,2024-02-01,5,35893.16
M10239,2024-02-01,5,4107.13
M10241,2024-02-01,2,18361.02
M10244,2024-02-01,5,62283.95
M10245,2024-02-01,1,924.17
M10249,2024-02-01,2,1065.03
M10252,2024-02-01,5,60786.44
M10253,2024-02-01,1,804.18
M10255,2024-02-01,1,3293.87
M10257,2024-02-01,1,1198.56
M10260,2024-02-01,1,1105.19
M10263,2024-02-01,1,1022.21
M10264,2024-02-01,1,2682.75
M10265,2024-02-01,1,372.53
M10266,2024-02-01,2,3412.51
M10272,2024-02-01,5,47270.96
M10273,2024-02-01,1,2064.94
M10277,2024-02-01,1,1849.13
M10281,2024-02-01,3,40242.69
M10284,2024-02-01,2,1257.92
M10285,2024-02-01,2,1200.4
M10286,2024-02-01,1,1895.16
M10292,2024-02-01,1,922.31
M10294,2024-02-01,2,6390.65
M10301,2024-02-01,1,901.75
M10302,2024-02-01,2,8472.84
M10304,2024-02-01,1,457.75
M10306,2024-02-01,1,2156.34
M10308,2024-02-01,3,28262.74
M10311,2024-02-01,1,1849.76
M10313,2024-02-01,1,461.75
M10314,2024-02-01,2,6578.21
M10321,2024-02-01,1,1666.35
M10324,2024-02-01,1,668.0
M10327,2024-02-01,1,6333.12
M10329,2024-02-01,5,46574.63
M10334,2024-02-01,2,11954.19
M10335,2024-02-01,1,2021.92
M10336,2024-02-01,1,1437.35
M10343,2024-02-01,1,12725.93
M10345,2024-02-01,2,1409.95
M10350,2024-02-01,1,2937.81
M10352,2024-02-01,2,7125.52
M10353,2024-02-01,1,554.68
M10355,2024-02-01,1,931.02
M10357,2024-02-01,1,291.88
M10358,2024-02-01,3,8329.75
