transaction_id,merchant_id,payer_id,paid_at,amount_usd,payment_method
txn0003686,mid00272,pid0521,2022-06-21,15771.99,12
txn0004420,mid00317,pid0662,2022-06-21,10466.22,12
txn0004641,mid00323,pid0494,2022-06-21,15051.02,12
txn0004727,mid00328,pid0466,2022-06-21,4758.98,12
txn0005416,mid00363,pid0437,2022-06-21,11764.13,12
txn0005606,mid00375,pid0069,2022-06-21,14787.98,12
txn0005698,mid00377,pid0134,2022-06-21,5967.00,12
txn0006488,mid00423,pid0644,2022-06-21,4151.72,12
txn0006798,mid00440,pid0397,2022-06-21,7797.39,12
txn0007145,mid00454,pid0159,2022-06-21,7149.57,12
txn0007288,mid00463,pid0585,2022-06-21,4706.09,12
txn0007315,mid00464,pid0392,2022-06-21,5561.75,12
txn0007678,mid00486,pid0247,2022-06-21,1780.66,12
txn0008466,mid00531,pid0564,2022-06-21,1379.19,12
txn0008484,mid00533,pid0654,2022-06-21,11297.75,12
txn0008485,mid00533,pid0654,2022-06-21,5565.91,12
txn0008487,mid00533,pid0654,2022-06-21,7612.25,12
txn0008507,mid00536,pid0587,2022-06-21,894.62,12
txn0008987,mid00555,pid0657,2022-06-21,690.70,12
txn0009073,mid00559,pid0416,2022-06-21,12177.57,12
txn0009283,mid00572,pid0518,2022-06-21,11604.61,12
txn0009872,mid00609,pid0286,2022-06-21,13762.31,12
txn0009971,mid00619,pid0601,2022-06-21,1845.06,12
txn0010607,mid00659,pid0457,2022-06-21,13830.43,12
txn0010728,mid00665,pid0062,2022-06-21,1474.24,12
txn0010749,mid00668,pid0384,2022-06-21,4661.50,12
txn0011048,mid00678,pid0677,2022-06-21,1399.72,12
txn0011061,mid00680,pid0609,2022-06-21,1166.61,12
txn0011229,mid00694,pid0308,2022-06-21,9361.61,12
txn0011286,mid00695,pid0060,2022-06-21,7683.67,12
txn0012115,mid00747,pid0408,2022-06-21,5729.17,12
txn0000284,mid00020,pid0074,2022-06-22,2535.29,12
txn0000687,mid00058,pid0591,2022-06-22,8996.74,12
txn0000767,mid00066,pid0454,2022-06-22,9139.54,12
txn0001112,mid00092,pid0568,2022-06-22,3625.98,12
txn0001661,mid00141,pid0487,2022-06-22,265.86,12
txn0002374,mid00192,pid0013,2022-06-22,1446.35,12
txn0003687,mid00272,pid0521,2022-06-22,4003.48,12
txn0004215,mid00302,pid0598,2022-06-22,980.29,12
txn0004604,mid00322,pid0169,2022-06-22,6633.19,12
txn0004699,mid00326,pid0407,2022-06-22,5419.09,12
txn0004783,mid00330,pid0381,2022-06-22,4211.80,12
txn0005378,mid00362,pid0032,2022-06-22,3566.29,12
txn0005798,mid00381,pid0615,2022-06-22,5877.91,12
txn0005869,mid00384,pid0377,2022-06-22,7023.41,12
txn0006435,mid00420,pid0152,2022-06-22,5812.83,12
txn0006742,mid00438,pid0449,2022-06-22,833.36,12
txn0006800,mid00440,pid0397,2022-06-22,10446.97,12
txn0007223,mid00460,pid0455,2022-06-22,5847.87,12
txn0007787,mid00493,pid0644,2022-06-22,6266.24,12
txn0008125,mid00513,pid0630,2022-06-22,11627.48,12
txn0008398,mid00528,pid0463,2022-06-22,15192.96,12
txn0009720,mid00598,pid0390,2022-06-22,3474.38,12
txn0010604,mid00659,pid0457,2022-06-22,4984.57,12
txn0010637,mid00663,pid0224,2022-06-22,7725.71,12
txn0010944,mid00675,pid0435,2022-06-22,5190.86,12
txn0012201,mid00755,pid0503,2022-06-22,9037.05,12
txn0012328,mid00762,pid0316,2022-06-22,1151.51,12
txn0000224,mid00018,pid0167,2022-06-23,8614.57,12
txn0000718,mid00064,pid0460,2022-06-23,313.21,12
txn0001214,mid00103,pid0597,2022-06-23,8472.94,12
txn0002144,mid00176,pid0432,2022-06-23,14894.12,12
txn0002428,mid00194,pid0471,2022-06-23,7458.78,12
txn0002811,mid00207,pid0018,2022-06-23,2399.75,12
txn0003960,mid00288,pid0272,2022-06-23,2366.99,12
txn0004534,mid00319,pid0093,2022-06-23,5471.78,12
txn0004602,mid00322,pid0169,2022-06-23,9853.72,12
txn0005086,mid00344,pid0368,2022-06-23,15124.30,12
txn0005342,mid00361,pid0675,2022-06-23,6880.08,12
txn0005799,mid00381,pid0615,2022-06-23,10272.82,12
txn0006037,mid00394,pid0582,2022-06-23,3670.71,12
txn0006276,mid00409,pid0080,2022-06-23,5188.28,12
txn0006436,mid00420,pid0152,2022-06-23,10959.70,12
txn0006519,mid00425,pid0579,2022-06-23,7980.81,12
txn0007413,mid00470,pid0151,2022-06-23,4818.19,12
txn0007729,mid00489,pid0520,2022-06-23,5443.43,12
txn0008605,mid00541,pid0658,2022-06-23,9117.86,12
txn0009032,mid00557,pid0510,2022-06-23,1782.32,12
txn0009181,mid00563,pid0354,2022-06-23,4090.37,12
txn0009298,mid00573,pid0598,2022-06-23,1312.60,12
txn0010635,mid00663,pid0224,2022-06-23,6325.38,12
txn0010911,mid00673,pid0229,2022-06-23,2931.43,12
txn0010967,mid00676,pid0254,2022-06-23,11152.58,12
txn0011291,mid00696,pid0571,2022-06-23,5831.57,12
txn0011424,mid00704,pid0217,2022-06-23,7500.55,12
txn0011709,mid00726,pid0495,2022-06-23,2775.79,12
txn0012466,mid00774,pid0641,2022-06-23,6297.22,12
txn0012578,mid00783,pid0403,2022-06-23,14258.79,12
txn0012593,mid00784,pid0205,2022-06-23,9458.51,12
txn0000690,mid00058,pid0591,2022-06-24,15310.58,12
txn0000818,mid00068,pid0243,2022-06-24,13004.67,12
txn0000821,mid00068,pid0243,2022-06-24,11585.84,12
txn0001216,mid00103,pid0597,2022-06-24,11322.97,12
txn0001512,mid00125,pid0552,2022-06-24,3507.66,12
txn0001689,mid00143,pid0200,2022-06-24,2223.30,12
txn0001958,mid00167,pid0447,2022-06-24,805.99,12
txn0003738,mid00273,pid0072,2022-06-24,1088.15,12
txn0004640,mid00323,pid0494,2022-06-24,15879.54,12
txn0008705,mid00545,pid0057,2022-06-24,6132.88,12
txn0008874,mid00549,pid0565,2022-06-24,260.04,12
txn0010291,mid00639,pid0416,2022-06-24,6299.56,12
txn0010503,mid00654,pid0371,2022-06-24,1364.57,12
txn0010735,mid00666,pid0294,2022-06-24,5324.15,12
txn0010802,mid00670,pid0678,2022-06-24,3169.61,12
txn0011399,mid00703,pid0341,2022-06-24,15691.92,12
txn0012134,mid00749,pid0694,2022-06-24,5524.51,12
txn0012198,mid00755,pid0503,2022-06-24,15007.71,12
txn0012549,mid00781,pid0649,2022-06-24,419.30,12
txn0012591,mid00784,pid0205,2022-06-24,10206.07,12
txn0000035,mid00003,pid0090,2022-06-25,11830.91,12
txn0000469,mid00041,pid0166,2022-06-25,1395.96,12
txn0000501,mid00042,pid0001,2022-06-25,11531.57,12
txn0001620,mid00135,pid0477,2022-06-25,1792.47,12
txn0002193,mid00180,pid0254,2022-06-25,343.53,12
txn0002359,mid00191,pid0380,2022-06-25,704.69,12
txn0003345,mid00249,pid0276,2022-06-25,6464.09,12
txn0003688,mid00272,pid0521,2022-06-25,7602.38,12
txn0004086,mid00296,pid0455,2022-06-25,9655.54,12
txn0004638,mid00323,pid0494,2022-06-25,15874.11,12
txn0004755,mid00329,pid0269,2022-06-25,3461.95,12
txn0005219,mid00352,pid0149,2022-06-25,10125.36,12
txn0005608,mid00375,pid0069,2022-06-25,10279.70,12
txn0005796,mid00381,pid0615,2022-06-25,8004.99,12
txn0007274,mid00462,pid0481,2022-06-25,813.53,12
txn0007527,mid00476,pid0040,2022-06-25,984.84,12
txn0008066,mid00511,pid0171,2022-06-25,1232.44,12
txn0008365,mid00527,pid0205,2022-06-25,5852.90,12
txn0008524,mid00537,pid0565,2022-06-25,12418.14,12
txn0008951,mid00554,pid0043,2022-06-25,10942.45,12
txn0010141,mid00632,pid0292,2022-06-25,12207.55,12
txn0010446,mid00650,pid0621,2022-06-25,2599.95,12
txn0011384,mid00701,pid0193,2022-06-25,10180.21,12
txn0011514,mid00708,pid0665,2022-06-25,4453.71,12
txn0012469,mid00774,pid0641,2022-06-25,5198.53,12
txn0012579,mid00783,pid0403,2022-06-25,4861.04,12
txn0000120,mid00011,pid0045,2022-06-26,1368.99,12
txn0000135,mid00012,pid0388,2022-06-26,3900.26,12
txn0000860,mid00069,pid0219,2022-06-26,4243.04,12
txn0000914,mid00073,pid0195,2022-06-26,3953.05,12
txn0001901,mid00161,pid0064,2022-06-26,2303.72,12
txn0002205,mid00182,pid0118,2022-06-26,5082.65,12
txn0002316,mid00188,pid0105,2022-06-26,5795.84,12
txn0002750,mid00203,pid0283,2022-06-26,12468.85,12
txn0003119,mid00230,pid0625,2022-06-26,1732.76,12
txn0003291,mid00245,pid0613,2022-06-26,1376.53,12
txn0004046,mid00295,pid0101,2022-06-26,836.59,12
txn0005083,mid00344,pid0368,2022-06-26,14028.28,12
txn0005217,mid00352,pid0149,2022-06-26,12020.12,12
txn0006520,mid00425,pid0579,2022-06-26,14595.27,12
txn0008344,mid00526,pid0293,2022-06-26,9348.50,12
txn0008546,mid00538,pid0068,2022-06-26,3861.62,12
txn0009367,mid00577,pid0375,2022-06-26,7506.89,12
txn0009393,mid00580,pid0462,2022-06-26,706.39,12
txn0009792,mid00603,pid0064,2022-06-26,9604.07,12
txn0010143,mid00632,pid0292,2022-06-26,5615.17,12
txn0010245,mid00636,pid0191,2022-06-26,1436.38,12
txn0010739,mid00667,pid0657,2022-06-26,3326.87,12
txn0011536,mid00712,pid0227,2022-06-26,4536.12,12
txn0011973,mid00740,pid0661,2022-06-26,7442.77,12
txn0012467,mid00774,pid0641,2022-06-26,8690.04,12
txn0000134,mid00012,pid0388,2022-06-27,2802.39,12
txn0000225,mid00018,pid0167,2022-06-27,3696.96,12
txn0000369,mid00028,pid0575,2022-06-27,1020.65,12
txn0001150,mid00098,pid0284,2022-06-27,856.08,12
txn0001396,mid00116,pid0409,2022-06-27,4823.49,12
txn0001470,mid00122,pid0621,2022-06-27,446.35,12
txn0001515,mid00125,pid0552,2022-06-27,4844.04,12
txn0003514,mid00259,pid0674,2022-06-27,3704.73,12
txn0003814,mid00276,pid0594,2022-06-27,14194.01,12
txn0003961,mid00288,pid0272,2022-06-27,2934.80,12
txn0004246,mid00304,pid0477,2022-06-27,4161.07,12
txn0004346,mid00315,pid0695,2022-06-27,2648.82,12
txn0005216,mid00352,pid0149,2022-06-27,4515.00,12
txn0005289,mid00357,pid0539,2022-06-27,3451.59,12
txn0005455,mid00364,pid0455,2022-06-27,1587.36,12
txn0005568,mid00374,pid0384,2022-06-27,1917.76,12
txn0005865,mid00384,pid0377,2022-06-27,14963.06,12
txn0005867,mid00384,pid0377,2022-06-27,9668.26,12
txn0005958,mid00389,pid0317,2022-06-27,915.13,12
txn0006159,mid00403,pid0217,2022-06-27,1191.49,12
txn0006626,mid00430,pid0059,2022-06-27,5917.31,12
txn0008206,mid00517,pid0695,2022-06-27,4871.50,12
txn0008318,mid00522,pid0408,2022-06-27,1525.59,12
txn0008545,mid00538,pid0068,2022-06-27,7653.89,12
txn0009002,mid00556,pid0586,2022-06-27,4407.43,12
txn0009799,mid00604,pid0575,2022-06-27,2651.28,12
txn0010063,mid00625,pid0295,2022-06-27,943.04,12
txn0010142,mid00632,pid0292,2022-06-27,9543.22,12
txn0010212,mid00633,pid0506,2022-06-27,2266.73,12
txn0010339,mid00642,pid0007,2022-06-27,13969.60,12
txn0010491,mid00652,pid0224,2022-06-27,5931.96,12
txn0011390,mid00702,pid0223,2022-06-27,5983.28,12
txn0012132,mid00749,pid0694,2022-06-27,8963.30,12
txn0012200,mid00755,pid0503,2022-06-27,9667.21,12
txn0012468,mid00774,pid0641,2022-06-27,5353.73,12
txn0001364,mid00112,pid0111,2022-06-28,1660.85,12
txn0001528,mid00127,pid0681,2022-06-28,1287.28,12
txn0001768,mid00148,pid0468,2022-06-28,13919.42,12
txn0002652,mid00201,pid0187,2022-06-28,7053.33,12
txn0002887,mid00214,pid0284,2022-06-28,4158.10,12
txn0003013,mid00223,pid0067,2022-06-28,2992.74,12
txn0003067,mid00227,pid0232,2022-06-28,4905.36,12
txn0003557,mid00262,pid0209,2022-06-28,4277.87,12
txn0004562,mid00320,pid0180,2022-06-28,4346.29,12
txn0005143,mid00347,pid0052,2022-06-28,15439.75,12
txn0005184,mid00351,pid0611,2022-06-28,1091.93,12
txn0006121,mid00401,pid0316,2022-06-28,4475.05,12
txn0007208,mid00459,pid0421,2022-06-28,555.89,12
txn0007483,mid00475,pid0666,2022-06-28,10859.91,12
txn0008345,mid00526,pid0293,2022-06-28,5436.58,12
txn0008604,mid00541,pid0658,2022-06-28,8845.61,12
txn0008950,mid00554,pid0043,2022-06-28,6004.49,12
txn0009171,mid00562,pid0321,2022-06-28,1883.62,12
txn0009264,mid00570,pid0528,2022-06-28,1050.19,12
txn0009791,mid00603,pid0064,2022-06-28,4683.63,12
txn0010964,mid00676,pid0254,2022-06-28,10082.29,12
txn0011401,mid00703,pid0341,2022-06-28,3741.90,12
txn0012112,mid00746,pid0602,2022-06-28,7937.12,12
txn0012199,mid00755,pid0503,2022-06-28,14563.05,12
txn0012623,mid00786,pid0215,2022-06-28,5841.12,12
txn0000313,mid00021,pid0251,2022-06-29,441.33,12
txn0000347,mid00024,pid0324,2022-06-29,13787.17,12
txn0000499,mid00042,pid0001,2022-06-29,12384.75,12
txn0000820,mid00068,pid0243,2022-06-29,7440.00,12
txn0001540,mid00128,pid0128,2022-06-29,649.24,12
txn0001755,mid00147,pid0571,2022-06-29,3778.59,12
txn0002233,mid00183,pid0263,2022-06-29,2712.92,12
txn0002982,mid00221,pid0491,2022-06-29,489.63,12
txn0003621,mid00268,pid0158,2022-06-29,682.40,12
txn0005098,mid00345,pid0126,2022-06-29,352.16,12
txn0005266,mid00355,pid0244,2022-06-29,2874.47,12
txn0006187,mid00405,pid0441,2022-06-29,5097.04,12
txn0008205,mid00517,pid0695,2022-06-29,4492.62,12
txn0008208,mid00517,pid0695,2022-06-29,12172.03,12
txn0008607,mid00541,pid0658,2022-06-29,4162.69,12
txn0009246,mid00567,pid0394,2022-06-29,379.61,12
txn0009417,mid00583,pid0348,2022-06-29,2582.76,12
txn0009462,mid00588,pid0327,2022-06-29,7467.46,12
txn0009696,mid00596,pid0053,2022-06-29,906.61,12
txn0009871,mid00609,pid0286,2022-06-29,7188.40,12
txn0010000,mid00621,pid0103,2022-06-29,864.15,12
txn0010266,mid00638,pid0180,2022-06-29,5046.88,12
txn0010405,mid00647,pid0319,2022-06-29,3137.24,12
txn0010729,mid00665,pid0062,2022-06-29,2139.66,12
txn0011402,mid00703,pid0341,2022-06-29,13781.74,12
txn0011622,mid00718,pid0503,2022-06-29,5477.37,12
txn0011953,mid00737,pid0033,2022-06-29,4881.35,12
txn0012111,mid00746,pid0602,2022-06-29,8776.99,12
txn0012295,mid00760,pid0650,2022-06-29,3257.52,12
txn0012493,mid00776,pid0406,2022-06-29,796.13,12
txn0000033,mid00003,pid0090,2022-06-30,4011.73,12
txn0000935,mid00076,pid0515,2022-06-30,3296.36,12
txn0001845,mid00156,pid0080,2022-06-30,1355.74,12
txn0002655,mid00201,pid0187,2022-06-30,10265.27,12
txn0003512,mid00259,pid0674,2022-06-30,10169.22,12
txn0003883,mid00281,pid0045,2022-06-30,4891.65,12
txn0004533,mid00319,pid0093,2022-06-30,5061.33,12
txn0005510,mid00367,pid0333,2022-06-30,6187.30,12
txn0005607,mid00375,pid0069,2022-06-30,3700.44,12
txn0005795,mid00381,pid0615,2022-06-30,3579.09,12
txn0005973,mid00390,pid0147,2022-06-30,869.50,12
txn0006638,mid00431,pid0661,2022-06-30,1068.43,12
txn0006819,mid00441,pid0613,2022-06-30,898.69,12
txn0006957,mid00450,pid0540,2022-06-30,6316.73,12
txn0007173,mid00455,pid0104,2022-06-30,12627.17,12
txn0008057,mid00510,pid0314,2022-06-30,4621.27,12
txn0008304,mid00521,pid0079,2022-06-30,857.86,12
txn0008346,mid00526,pid0293,2022-06-30,5871.81,12
txn0009282,mid00572,pid0518,2022-06-30,11916.80,12
txn0009422,mid00584,pid0148,2022-06-30,1185.68,12
txn0009513,mid00589,pid0307,2022-06-30,7686.70,12
txn0009604,mid00593,pid0598,2022-06-30,14879.55,12
txn0009605,mid00593,pid0598,2022-06-30,9985.03,12
txn0009892,mid00611,pid0501,2022-06-30,384.58,12
txn0011208,mid00692,pid0153,2022-06-30,792.36,12
txn0011400,mid00703,pid0341,2022-06-30,4238.07,12
txn0011425,mid00704,pid0217,2022-06-30,14140.57,12
txn0011749,mid00730,pid0691,2022-06-30,6486.27,12
txn0011883,mid00733,pid0259,2022-06-30,1630.94,12
txn0012561,mid00782,pid0334,2022-06-30,6374.28,12
txn0012592,mid00784,pid0205,2022-06-30,8073.90,12
txn0000226,mid00018,pid0167,2022-07-01,11234.90,12
txn0001221,mid00103,pid0597,2022-07-01,3799.63,12
txn0001471,mid00122,pid0621,2022-07-01,1234.03,12
txn0001721,mid00145,pid0006,2022-07-01,2285.43,12
txn0001846,mid00156,pid0080,2022-07-01,1331.95,12
txn0001891,mid00160,pid0418,2022-07-01,1208.19,12
txn0001959,mid00167,pid0447,2022-07-01,399.07,12
txn0002375,mid00192,pid0013,2022-07-01,1331.92,12
txn0002660,mid00201,pid0187,2022-07-01,4897.84,12
txn0002955,mid00220,pid0106,2022-07-01,1386.95,12
txn0004535,mid00319,pid0093,2022-07-01,4314.87,12
txn0004921,mid00337,pid0687,2022-07-01,5508.37,12
txn0005057,mid00343,pid0377,2022-07-01,383.10,12
txn0005088,mid00344,pid0368,2022-07-01,15961.64,12
txn0005419,mid00363,pid0437,2022-07-01,4744.12,12
txn0005946,mid00387,pid0027,2022-07-01,3835.21,12
txn0006212,mid00406,pid0236,2022-07-01,333.21,12
txn0006820,mid00441,pid0613,2022-07-01,1094.16,12
txn0007415,mid00470,pid0151,2022-07-01,5284.70,12
txn0007654,mid00485,pid0299,2022-07-01,4605.06,12
txn0007865,mid00496,pid0476,2022-07-01,14605.38,12
txn0008661,mid00543,pid0565,2022-07-01,11474.01,12
txn0009370,mid00577,pid0375,2022-07-01,15449.53,12
txn0009372,mid00577,pid0375,2022-07-01,8896.61,12
txn0009394,mid00580,pid0462,2022-07-01,701.25,12
txn0009468,mid00588,pid0327,2022-07-01,5059.10,12
txn0009968,mid00618,pid0279,2022-07-01,4601.95,12
txn0010946,mid00675,pid0435,2022-07-01,4343.83,12
txn0011297,mid00696,pid0571,2022-07-01,4964.21,12
txn0011341,mid00697,pid0262,2022-07-01,261.23,12
txn0011405,mid00703,pid0341,2022-07-01,11962.50,12
txn0011406,mid00703,pid0341,2022-07-01,11466.25,12
txn0011526,mid00710,pid0481,2022-07-01,690.23,12
txn0011975,mid00740,pid0661,2022-07-01,5977.92,12
txn0012136,mid00749,pid0694,2022-07-01,8308.59,12
txn0012471,mid00774,pid0641,2022-07-01,8322.85,12
txn0000362,mid00026,pid0512,2022-07-02,840.38,12
txn0001222,mid00103,pid0597,2022-07-02,13064.49,12
txn0002149,mid00176,pid0432,2022-07-02,15946.17,12
txn0003451,mid00255,pid0296,2022-07-02,3980.48,12
txn0003962,mid00288,pid0272,2022-07-02,1562.92,12
txn0004216,mid00302,pid0598,2022-07-02,345.48,12
txn0004609,mid00322,pid0169,2022-07-02,6674.39,12
txn0005571,mid00374,pid0384,2022-07-02,5049.23,12
txn0006491,mid00423,pid0644,2022-07-02,14547.86,12
txn0007042,mid00453,pid0498,2022-07-02,7926.59,12
txn0007615,mid00481,pid0309,2022-07-02,673.59,12
txn0007862,mid00496,pid0476,2022-07-02,12663.00,12
txn0008043,mid00509,pid0106,2022-07-02,1128.61,12
txn0008211,mid00517,pid0695,2022-07-02,8090.87,12
txn0008608,mid00541,pid0658,2022-07-02,11301.82,12
txn0008954,mid00554,pid0043,2022-07-02,4846.04,12
txn0010448,mid00650,pid0621,2022-07-02,2850.28,12
txn0011232,mid00694,pid0308,2022-07-02,11857.93,12
txn0012225,mid00756,pid0385,2022-07-02,5248.22,12
txn0002148,mid00176,pid0432,2022-07-03,14833.52,12
txn0003015,mid00223,pid0067,2022-07-03,6229.50,12
txn0003081,mid00228,pid0454,2022-07-03,6023.54,12
txn0003206,mid00237,pid0271,2022-07-03,458.82,12
txn0003518,mid00259,pid0674,2022-07-03,14496.72,12
txn0004536,mid00319,pid0093,2022-07-03,5036.35,12
txn0005224,mid00352,pid0149,2022-07-03,6308.11,12
txn0005511,mid00367,pid0333,2022-07-03,3035.21,12
txn0005699,mid00377,pid0134,2022-07-03,3062.17,12
txn0006761,mid00439,pid0163,2022-07-03,5851.68,12
txn0006959,mid00450,pid0540,2022-07-03,3380.79,12
txn0006988,mid00451,pid0521,2022-07-03,3379.51,12
txn0007465,mid00473,pid0242,2022-07-03,6235.37,12
txn0008403,mid00528,pid0463,2022-07-03,7713.72,12
txn0008709,mid00545,pid0057,2022-07-03,8439.83,12
txn0009419,mid00583,pid0348,2022-07-03,5781.09,12
txn0009841,mid00606,pid0546,2022-07-03,4434.40,12
txn0009909,mid00613,pid0557,2022-07-03,3595.88,12
txn0011516,mid00708,pid0665,2022-07-03,1514.27,12
txn0012455,mid00773,pid0079,2022-07-03,677.41,12
txn0000351,mid00024,pid0324,2022-07-04,14393.13,12
txn0000822,mid00068,pid0243,2022-07-04,7080.88,12
txn0002028,mid00173,pid0187,2022-07-04,11654.23,12
txn0002751,mid00203,pid0283,2022-07-04,13492.79,12
txn0002753,mid00203,pid0283,2022-07-04,4507.13,12
txn0003014,mid00223,pid0067,2022-07-04,1640.29,12
txn0003235,mid00241,pid0315,2022-07-04,1092.63,12
txn0003884,mid00281,pid0045,2022-07-04,4847.05,12
txn0003898,mid00283,pid0668,2022-07-04,4316.83,12
txn0005380,mid00362,pid0032,2022-07-04,5631.10,12
txn0005609,mid00375,pid0069,2022-07-04,7057.93,12
txn0005710,mid00378,pid0576,2022-07-04,2431.91,12
txn0006389,mid00419,pid0360,2022-07-04,5199.89,12
txn0007176,mid00455,pid0104,2022-07-04,13692.68,12
txn0007453,mid00472,pid0425,2022-07-04,3631.59,12
txn0008915,mid00553,pid0620,2022-07-04,3919.86,12
txn0009078,mid00559,pid0416,2022-07-04,9951.26,12
txn0009465,mid00588,pid0327,2022-07-04,12136.23,12
txn0010782,mid00669,pid0387,2022-07-04,13696.56,12
txn0011213,mid00693,pid0551,2022-07-04,1305.15,12
txn0011711,mid00726,pid0495,2022-07-04,2162.50,12
txn0011751,mid00730,pid0691,2022-07-04,15942.85,12
txn0012154,mid00750,pid0144,2022-07-04,398.47,12
txn0012520,mid00779,pid0618,2022-07-04,1073.04,12
txn0012796,mid00798,pid0340,2022-07-04,1280.28,12
txn0000002,mid00001,pid0282,2022-07-05,457.18,12
txn0000230,mid00018,pid0167,2022-07-05,12027.69,12
txn0000773,mid00066,pid0454,2022-07-05,7391.52,12
txn0000897,mid00072,pid0570,2022-07-05,5793.14,12
txn0001741,mid00146,pid0181,2022-07-05,427.48,12
txn0002114,mid00175,pid0389,2022-07-05,1271.19,12
txn0002658,mid00201,pid0187,2022-07-05,15310.43,12
txn0003558,mid00262,pid0209,2022-07-05,6308.74,12
txn0003574,mid00263,pid0295,2022-07-05,994.80,12
txn0003870,mid00280,pid0393,2022-07-05,540.29,12
txn0004087,mid00296,pid0455,2022-07-05,13150.59,12
txn0004373,mid00316,pid0141,2022-07-05,6454.66,12
txn0004787,mid00330,pid0381,2022-07-05,3997.40,12
txn0004873,mid00334,pid0665,2022-07-05,4706.11,12
txn0005225,mid00352,pid0149,2022-07-05,14338.11,12
txn0005520,mid00369,pid0118,2022-07-05,658.57,12
txn0006267,mid00408,pid0044,2022-07-05,12339.84,12
txn0006277,mid00409,pid0080,2022-07-05,1211.86,12
txn0006743,mid00438,pid0449,2022-07-05,327.99,12
txn0006856,mid00443,pid0695,2022-07-05,1285.12,12
txn0007150,mid00454,pid0159,2022-07-05,10909.63,12
txn0007316,mid00464,pid0392,2022-07-05,3764.91,12
txn0007454,mid00472,pid0425,2022-07-05,13835.73,12
txn0007544,mid00477,pid0143,2022-07-05,3438.04,12
txn0008372,mid00527,pid0205,2022-07-05,8122.28,12
txn0009077,mid00559,pid0416,2022-07-05,14581.60,12
txn0009182,mid00563,pid0354,2022-07-05,2463.31,12
txn0009418,mid00583,pid0348,2022-07-05,2687.45,12
txn0010755,mid00668,pid0384,2022-07-05,9320.31,12
txn0010912,mid00673,pid0229,2022-07-05,3870.67,12
txn0011604,mid00717,pid0264,2022-07-05,1236.10,12
txn0011624,mid00718,pid0503,2022-07-05,6449.79,12
txn0012135,mid00749,pid0694,2022-07-05,9206.22,12
txn0012437,mid00771,pid0275,2022-07-05,1099.77,12
txn0012580,mid00783,pid0403,2022-07-05,6093.76,12
txn0000613,mid00053,pid0236,2022-07-06,6424.99,12
txn0000825,mid00068,pid0243,2022-07-06,5318.61,12
txn0001426,mid00120,pid0272,2022-07-06,5507.64,12
txn0001517,mid00125,pid0552,2022-07-06,6921.29,12
txn0001621,mid00135,pid0477,2022-07-06,5645.98,12
txn0001690,mid00143,pid0200,2022-07-06,2949.38,12
txn0002109,mid00174,pid0217,2022-07-06,492.42,12
txn0002317,mid00188,pid0105,2022-07-06,5441.64,12
txn0002496,mid00198,pid0089,2022-07-06,9454.67,12
txn0002956,mid00220,pid0106,2022-07-06,5651.67,12
txn0003692,mid00272,pid0521,2022-07-06,7344.83,12
txn0004643,mid00323,pid0494,2022-07-06,14207.30,12
txn0005801,mid00381,pid0615,2022-07-06,7630.25,12
txn0006088,mid00399,pid0354,2022-07-06,6241.37,12
txn0006524,mid00425,pid0579,2022-07-06,4245.05,12
txn0007585,mid00479,pid0154,2022-07-06,399.35,12
txn0008447,mid00529,pid0090,2022-07-06,1463.89,12
txn0008549,mid00538,pid0068,2022-07-06,15895.65,12
txn0008684,mid00544,pid0133,2022-07-06,560.49,12
txn0009469,mid00588,pid0327,2022-07-06,13818.06,12
txn0009610,mid00593,pid0598,2022-07-06,4729.25,12
txn0009972,mid00619,pid0601,2022-07-06,4295.85,12
txn0010497,mid00653,pid0084,2022-07-06,3519.71,12
txn0010752,mid00668,pid0384,2022-07-06,10999.47,12
txn0011430,mid00704,pid0217,2022-07-06,12821.24,12
txn0011494,mid00706,pid0210,2022-07-06,2615.47,12
txn0012118,mid00747,pid0408,2022-07-06,6556.30,12
txn0012470,mid00774,pid0641,2022-07-06,9540.99,12
txn0012563,mid00782,pid0334,2022-07-06,1975.24,12
txn0013218,mid00825,pid0630,2022-07-06,766.20,12
txn0000053,mid00005,pid0028,2022-07-07,2063.81,12
txn0000507,mid00042,pid0001,2022-07-07,7047.40,12
txn0000584,mid00050,pid0320,2022-07-07,531.87,12
txn0000771,mid00066,pid0454,2022-07-07,4470.30,12
txn0000861,mid00069,pid0219,2022-07-07,1374.91,12
txn0003100,mid00229,pid0440,2022-07-07,1355.48,12
txn0003396,mid00251,pid0285,2022-07-07,6393.60,12
txn0003484,mid00257,pid0259,2022-07-07,1288.27,12
txn0003689,mid00272,pid0521,2022-07-07,10288.60,12
txn0004235,mid00303,pid0261,2022-07-07,5824.67,12
txn0004247,mid00304,pid0477,2022-07-07,4975.82,12
txn0005344,mid00361,pid0675,2022-07-07,5750.64,12
txn0005872,mid00384,pid0377,2022-07-07,14088.94,12
txn0006038,mid00394,pid0582,2022-07-07,6021.51,12
txn0006268,mid00408,pid0044,2022-07-07,11764.68,12
txn0007044,mid00453,pid0498,2022-07-07,9979.41,12
txn0008170,mid00515,pid0373,2022-07-07,5345.57,12
txn0008186,mid00516,pid0164,2022-07-07,6003.15,12
txn0008609,mid00541,pid0658,2022-07-07,8189.55,12
txn0009440,mid00587,pid0528,2022-07-07,927.37,12
txn0009691,mid00595,pid0672,2022-07-07,5874.40,12
